;Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
8;RandomForestClassifier;0.9131;0.9186;0.9131;0.9139;0.942;0.9426;0.942;0.942;0.8833;0.884;0.8833;0.8833;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 322};RandomForestClassifier(n_estimators=20, random_state=322)
13;RandomForestClassifier;0.9178;0.9236;0.9178;0.9178;0.8986;0.9065;0.8986;0.899;0.8833;0.8832;0.8833;0.8829;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 322};RandomForestClassifier(n_estimators=10, random_state=322)
9;MLPClassifier;0.8277;0.8353;0.8277;0.8279;0.8116;0.8085;0.8116;0.8093;0.8833;0.8857;0.8833;0.8831;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 876, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=876)
8;KNeighborsClassifier;0.8099;0.8155;0.8099;0.81;0.8406;0.8452;0.8406;0.842;0.8833;0.884;0.8833;0.8833;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
7;MLPClassifier;0.8229;0.8306;0.8229;0.8233;0.8116;0.8102;0.8116;0.8091;0.8833;0.8833;0.8833;0.8833;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 876, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=876)
6;MLPClassifier;0.8214;0.8342;0.8214;0.8223;0.8261;0.8348;0.8261;0.8272;0.8833;0.8833;0.8833;0.8833;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 876, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=876)
9;RandomForestClassifier;0.9307;0.934;0.9307;0.9307;0.9565;0.9582;0.9565;0.9565;0.8833;0.8833;0.8833;0.8833;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 178};RandomForestClassifier(n_estimators=20, random_state=178)
5;DecisionTreeClassifier;0.9034;0.9059;0.9034;0.9027;0.7971;0.84;0.7971;0.7992;0.8833;0.8868;0.8833;0.884;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 765};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=765)
7;RandomForestClassifier;0.9162;0.9194;0.9162;0.9164;0.942;0.9464;0.942;0.9422;0.8833;0.8848;0.8833;0.8837;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 939};RandomForestClassifier(n_estimators=20, random_state=939)
6;DecisionTreeClassifier;0.8906;0.8968;0.8906;0.8911;0.8986;0.899;0.8986;0.8985;0.8833;0.8848;0.8833;0.8837;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 937};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=937)
4;KNeighborsClassifier;0.7842;0.8015;0.7842;0.7847;0.8406;0.8556;0.8406;0.8435;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
0;DecisionTreeClassifier;0.8408;0.8552;0.8408;0.842;0.7826;0.7855;0.7826;0.7838;0.8833;0.8894;0.8833;0.8848;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 440};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=440)
1;RandomForestClassifier;0.8664;0.8725;0.8664;0.8658;0.7681;0.7905;0.7681;0.7708;0.8833;0.8884;0.8833;0.8834;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 295};RandomForestClassifier(n_estimators=10, random_state=295)
2;RandomForestClassifier;0.8583;0.8686;0.8583;0.8592;0.8696;0.8691;0.8696;0.8685;0.8833;0.8952;0.8833;0.8828;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 278};RandomForestClassifier(n_estimators=20, random_state=278)
3;RandomForestClassifier;0.8518;0.8566;0.8518;0.8516;0.9275;0.9336;0.9275;0.9286;0.8833;0.8897;0.8833;0.8819;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 278};RandomForestClassifier(n_estimators=20, random_state=278)
4;RandomForestClassifier;0.8486;0.8532;0.8486;0.8486;0.8261;0.8384;0.8261;0.8266;0.8833;0.895;0.8833;0.8818;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 369};RandomForestClassifier(n_estimators=5, random_state=369)
5;RandomForestClassifier;0.8405;0.8482;0.8405;0.8407;0.8261;0.8338;0.8261;0.8282;0.8833;0.8903;0.8833;0.8808;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 278};RandomForestClassifier(n_estimators=20, random_state=278)
0;RandomForestClassifier;0.8502;0.8599;0.8502;0.8503;0.8116;0.8226;0.8116;0.8102;0.8833;0.884;0.8833;0.8833;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 366};RandomForestClassifier(n_estimators=20, random_state=366)
5;KNeighborsClassifier;0.7906;0.8;0.7906;0.7912;0.7681;0.7716;0.7681;0.7696;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
12;RandomForestClassifier;0.9179;0.9219;0.9179;0.9188;0.9565;0.9582;0.9565;0.9565;0.8833;0.886;0.8833;0.8832;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 178};RandomForestClassifier(n_estimators=20, random_state=178)
3;KNeighborsClassifier;0.8084;0.8167;0.8084;0.8093;0.7971;0.8101;0.7971;0.8006;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
1;RandomForestClassifier;0.9098;0.916;0.9098;0.91;0.971;0.9716;0.971;0.971;0.8833;0.8918;0.8833;0.8847;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
2;SVC;0.8213;0.8298;0.8213;0.8215;0.8116;0.8155;0.8116;0.8127;0.8833;0.8894;0.8833;0.8839;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 818};SVC(C=10, random_state=818)
8;DecisionTreeClassifier;0.8631;0.8737;0.8631;0.8631;0.8986;0.8976;0.8986;0.8972;0.8833;0.8844;0.8833;0.8814;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 805};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=805)
7;DecisionTreeClassifier;0.8599;0.8669;0.8599;0.8591;0.8406;0.8483;0.8406;0.8347;0.8833;0.8827;0.8833;0.8815;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 140};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=140)
5;KNeighborsClassifier;0.855;0.862;0.855;0.8557;0.8696;0.8689;0.8696;0.8681;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
4;KNeighborsClassifier;0.8261;0.8367;0.8261;0.8274;0.8841;0.8836;0.8841;0.8819;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
3;RandomForestClassifier;0.9146;0.9213;0.9146;0.9148;0.9565;0.9594;0.9565;0.9558;0.8833;0.8875;0.8833;0.884;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
2;RandomForestClassifier;0.9146;0.9188;0.9146;0.9157;0.9275;0.9333;0.9275;0.9266;0.8833;0.8918;0.8833;0.8847;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 735};RandomForestClassifier(n_estimators=20, random_state=735)
6;RandomForestClassifier;0.921;0.9271;0.921;0.9207;0.8841;0.8847;0.8841;0.8819;0.8833;0.8884;0.8833;0.8834;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
3;RandomForestClassifier;0.8583;0.8649;0.8583;0.8591;0.7536;0.7573;0.7536;0.7538;0.8833;0.8842;0.8833;0.8823;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 982};RandomForestClassifier(n_estimators=20, random_state=982)
2;RandomForestClassifier;0.8421;0.849;0.8421;0.8424;0.8551;0.8881;0.8551;0.8562;0.8833;0.8842;0.8833;0.8823;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 366};RandomForestClassifier(n_estimators=20, random_state=366)
1;MLPClassifier;0.8374;0.8463;0.8374;0.8378;0.7536;0.7787;0.7536;0.7548;0.8833;0.8868;0.8833;0.884;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 876, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=876)
18;KNeighborsClassifier;0.7922;0.8081;0.7922;0.7923;0.8551;0.8651;0.8551;0.8575;0.8667;0.8692;0.8667;0.8669;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
13;KNeighborsClassifier;0.8164;0.8277;0.8164;0.8186;0.7971;0.804;0.7971;0.7946;0.8667;0.8739;0.8667;0.8679;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
14;RandomForestClassifier;0.8502;0.8551;0.8502;0.8498;0.8406;0.8385;0.8406;0.8385;0.8667;0.8806;0.8667;0.8675;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 625};RandomForestClassifier(n_estimators=10, random_state=625)
15;RandomForestClassifier;0.8631;0.8719;0.8631;0.864;0.7971;0.7994;0.7971;0.798;0.8667;0.8704;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 247};RandomForestClassifier(n_estimators=10, random_state=247)
16;RandomForestClassifier;0.8292;0.8393;0.8292;0.8295;0.8986;0.8986;0.8986;0.8986;0.8667;0.869;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 625};RandomForestClassifier(n_estimators=10, random_state=625)
17;KNeighborsClassifier;0.7956;0.8083;0.7956;0.7959;0.8551;0.8764;0.8551;0.8545;0.8667;0.8692;0.8667;0.8669;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
22;KNeighborsClassifier;0.8228;0.8311;0.8228;0.8239;0.7681;0.7892;0.7681;0.7726;0.8667;0.8667;0.8667;0.8667;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
23;MLPClassifier;0.8116;0.8225;0.8116;0.8126;0.8696;0.8738;0.8696;0.8699;0.8667;0.8672;0.8667;0.8666;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 440, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=440)
20;KNeighborsClassifier;0.8212;0.828;0.8212;0.8222;0.7971;0.805;0.7971;0.7986;0.8667;0.8667;0.8667;0.8667;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
21;KNeighborsClassifier;0.8084;0.8173;0.8084;0.8092;0.8116;0.8188;0.8116;0.8136;0.8667;0.8667;0.8667;0.8667;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
23;DecisionTreeClassifier;0.8856;0.892;0.8856;0.8851;0.7971;0.7937;0.7971;0.7946;0.8667;0.8656;0.8667;0.8658;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 419};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=419)
22;DecisionTreeClassifier;0.8922;0.8966;0.8922;0.8922;0.6957;0.7417;0.6957;0.6937;0.8667;0.8677;0.8667;0.8661;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 140};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=140)
12;RandomForestClassifier;0.8341;0.8422;0.8341;0.8349;0.9275;0.9336;0.9275;0.9286;0.8667;0.8819;0.8667;0.868;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 247};RandomForestClassifier(n_estimators=10, random_state=247)
24;RandomForestClassifier;0.847;0.8531;0.847;0.848;0.8261;0.8377;0.8261;0.8291;0.8667;0.8724;0.8667;0.8662;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 311};RandomForestClassifier(n_estimators=10, random_state=311)
19;SVC;0.8196;0.831;0.8196;0.8198;0.7681;0.8083;0.7681;0.7738;0.8667;0.875;0.8667;0.8668;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 748};SVC(C=10, random_state=748)
12;KNeighborsClassifier;0.8229;0.8347;0.8229;0.8232;0.9275;0.931;0.9275;0.9281;0.8667;0.873;0.8667;0.8675;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
16;RandomForestClassifier;0.9146;0.9175;0.9146;0.9143;0.9275;0.9297;0.9275;0.9278;0.8667;0.8704;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 612};RandomForestClassifier(n_estimators=20, random_state=612)
15;KNeighborsClassifier;0.8454;0.8544;0.8454;0.8459;0.8841;0.8846;0.8841;0.884;0.8667;0.869;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
14;KNeighborsClassifier;0.8406;0.8498;0.8406;0.8404;0.8841;0.8924;0.8841;0.8856;0.8667;0.869;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
13;KNeighborsClassifier;0.8503;0.8629;0.8503;0.8519;0.8551;0.8556;0.8551;0.8542;0.8667;0.873;0.8667;0.8675;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
11;DecisionTreeClassifier;0.8406;0.8553;0.8406;0.8429;0.8261;0.8302;0.8261;0.8226;0.8667;0.8799;0.8667;0.868;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 365};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=365)
10;RandomForestClassifier;0.8343;0.842;0.8343;0.8352;0.8986;0.8997;0.8986;0.8988;0.8667;0.8759;0.8667;0.8684;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 311};RandomForestClassifier(n_estimators=5, random_state=311)
11;KNeighborsClassifier;0.8407;0.8527;0.8407;0.8411;0.913;0.9142;0.913;0.9133;0.8667;0.873;0.8667;0.8675;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
10;RandomForestClassifier;0.9098;0.9166;0.9098;0.9103;0.913;0.9135;0.913;0.913;0.8667;0.8739;0.8667;0.8679;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
9;KNeighborsClassifier;0.8519;0.8599;0.8519;0.8523;0.8551;0.8665;0.8551;0.8568;0.8667;0.8739;0.8667;0.8679;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
19;RandomForestClassifier;0.9163;0.9232;0.9163;0.9166;0.8841;0.8859;0.8841;0.8839;0.8667;0.8681;0.8667;0.867;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 735};RandomForestClassifier(n_estimators=10, random_state=735)
25;DecisionTreeClassifier;0.8664;0.8711;0.8664;0.866;0.8696;0.8687;0.8696;0.8689;0.8667;0.8746;0.8667;0.8624;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 140};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=140)
1;KNeighborsClassifier;0.7602;0.7723;0.7602;0.7618;0.7826;0.807;0.7826;0.7833;0.8667;0.8692;0.8667;0.8669;smote;250;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
0;KNeighborsClassifier;0.7567;0.7702;0.7567;0.7579;0.8406;0.8434;0.8406;0.841;0.8667;0.8692;0.8667;0.8669;smote;250;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
20;MLPClassifier;0.8261;0.8332;0.8261;0.8263;0.8986;0.9105;0.8986;0.8981;0.8667;0.8681;0.8667;0.867;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 679, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=679)
21;RandomForestClassifier;0.9211;0.9254;0.9211;0.9214;0.8696;0.8719;0.8696;0.8705;0.8667;0.8692;0.8667;0.8669;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
24;DecisionTreeClassifier;0.8905;0.8996;0.8905;0.8904;0.7826;0.7892;0.7826;0.7792;0.8667;0.866;0.8667;0.8648;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 419};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=419)
